INFO: Initialising log
INFO: Loading legacy instruction file: /download/KH-LLM-TransQueue/prompt/movie_drama_prompt.txt
INFO: Created 172 scenes and 172 batches for translation
INFO: Translating 628 subtitles from /download/KH-LLM-TransQueue/srt/input/The Descent (2005) [FHD].en.srt
INFO: Output path will be: /download/KH-LLM-TransQueue/srt/output/The Descent (2005) [FHD].en.ko.srt
INFO: Translating with model gpt-4.1-mini, Using API Base: https://api.openai.com/v1
INFO: Translating 628 lines in 172 scenes
INFO: OpenAI usage - prompt=965, completion=39, total=1004
INFO: OpenAI usage - prompt=929, completion=7, total=936
INFO: OpenAI usage - prompt=929, completion=7, total=936
INFO: OpenAI usage - prompt=932, completion=11, total=943
INFO: OpenAI usage - prompt=971, completion=44, total=1015
INFO: OpenAI usage - prompt=931, completion=9, total=940
INFO: OpenAI usage - prompt=929, completion=7, total=936
INFO: OpenAI usage - prompt=944, completion=19, total=963
INFO: OpenAI usage - prompt=931, completion=11, total=942
INFO: OpenAI usage - prompt=933, completion=13, total=946
INFO: OpenAI usage - prompt=931, completion=9, total=940
INFO: OpenAI usage - prompt=937, completion=14, total=951
INFO: OpenAI usage - prompt=945, completion=26, total=971
INFO: OpenAI usage - prompt=931, completion=10, total=941
INFO: OpenAI usage - prompt=932, completion=8, total=940
INFO: OpenAI usage - prompt=1210, completion=272, total=1482
INFO: OpenAI usage - prompt=933, completion=16, total=949
INFO: OpenAI usage - prompt=980, completion=52, total=1032
INFO: OpenAI usage - prompt=1021, completion=109, total=1130
INFO: OpenAI usage - prompt=1007, completion=81, total=1088
INFO: OpenAI usage - prompt=932, completion=10, total=942
INFO: OpenAI usage - prompt=942, completion=19, total=961
INFO: OpenAI usage - prompt=929, completion=7, total=936
INFO: OpenAI usage - prompt=929, completion=6, total=935
INFO: OpenAI usage - prompt=1019, completion=86, total=1105
INFO: OpenAI usage - prompt=934, completion=10, total=944
INFO: OpenAI usage - prompt=933, completion=10, total=943
INFO: OpenAI usage - prompt=949, completion=25, total=974
INFO: OpenAI usage - prompt=930, completion=7, total=937
INFO: OpenAI usage - prompt=929, completion=7, total=936
INFO: OpenAI usage - prompt=931, completion=6, total=937
INFO: OpenAI usage - prompt=950, completion=27, total=977
INFO: OpenAI usage - prompt=1029, completion=93, total=1122
INFO: OpenAI usage - prompt=931, completion=6, total=937
INFO: OpenAI usage - prompt=931, completion=9, total=940
INFO: OpenAI usage - prompt=932, completion=11, total=943
INFO: OpenAI usage - prompt=931, completion=9, total=940
INFO: OpenAI usage - prompt=931, completion=7, total=938
INFO: OpenAI usage - prompt=932, completion=13, total=945
INFO: OpenAI usage - prompt=930, completion=5, total=935
INFO: OpenAI usage - prompt=933, completion=8, total=941
INFO: OpenAI usage - prompt=935, completion=15, total=950
INFO: OpenAI usage - prompt=930, completion=6, total=936
INFO: Successfully translated 628 lines!
INFO: Saving translation to /download/KH-LLM-TransQueue/srt/output/The Descent (2005) [FHD].en.ko.srt
